index,level,blexp,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450
0,0.920433,2.157122,0.088447,0.088248,0.087795,0.087991,0.087860,0.087993,0.087958,0.088066,0.088166,0.088104,0.088187,0.087778,0.087345,0.087125,0.086862,0.086846,0.086691,0.086670,0.086415,0.086456,0.086421,0.086664,0.086682,0.086579,0.086469,0.086234,0.086177,0.086309,0.086201,0.086337,0.086143,0.085747,0.085712,0.085356,0.085199,0.085158,0.084814,0.084493,0.084365,0.084139,0.084180,0.084037,0.083833,0.083826,0.083670,0.083655,0.083726,0.083313,0.083216,0.083005,0.082760,0.082621,0.082546,0.082387,0.082281,0.082294,0.082386,0.082292,0.082313,0.082416,0.082268,0.082007,0.081859,0.081503,0.081197,0.080908,0.080825,0.080800,0.080823,0.080968,0.081124,0.080950,0.081046,0.080910,0.080708,0.080388,0.079880,0.079273,0.078892,0.078644,0.078452,0.078388,0.078411,0.078278,0.078419,0.078368,0.078272,0.077962,0.077781,0.077569,0.077395,0.077305,0.077356,0.077194,0.076942,0.076921,0.076750,0.076659,0.076636,0.076463,0.076137,0.075932,0.075492,0.075381,0.075322,0.075208,0.075046,0.074889,0.074462,0.074518,0.074500,0.074485,0.074555,0.074512,0.074256,0.074009,0.073608,0.073637,0.073410,0.073308,0.073131,0.072838,0.072356,0.072320,0.072095,0.071975,0.071858,0.071548,0.071403,0.071333,0.071149,0.071068,0.071077,0.070833,0.070524,0.070025,0.069567,0.069275,0.069002,0.068927,0.068816,0.068780,0.068727,0.068766,0.068598,0.068766,0.068686,0.068194,0.067994,0.067369,0.066698,0.066276,0.065863,0.065932,0.065837,0.065753,0.065462,0.065478,0.065148,0.065358,0.065149,0.065178,0.064917,0.064666,0.064356,0.063980,0.063756,0.063967,0.063862,0.063658,0.063427,0.062989,0.062470,0.062471,0.062198,0.061970,0.061708,0.061540,0.060967,0.060600,0.060486,0.060589,0.060619,0.060499,0.060348,0.060010,0.059774,0.059713,0.059348,0.059158,0.059066,0.058600,0.058335,0.058172,0.057923,0.057893,0.058087,0.057903,0.057812,0.057579,0.057228,0.057241,0.056906,0.056914,0.056629,0.056232,0.056100,0.055718,0.055271,0.055139,0.054833,0.054545,0.054149,0.053711,0.053403,0.053296,0.052924,0.052671,0.052261,0.051920,0.051717,0.051480,0.051136,0.051060,0.050586,0.050566,0.050318,0.050237,0.050152,0.050138,0.049981,0.049893,0.049598,0.049102,0.048750,0.048373,0.048201,0.048088,0.047693,0.047474,0.047031,0.046943,0.046908,0.046914,0.046614,0.046670,0.046308,0.045919,0.045618,0.045608,0.045957
1,0.447972,2.132222,0.074976,0.075088,0.075187,0.075216,0.075029,0.074894,0.074744,0.074424,0.074501,0.074613,0.074524,0.074520,0.074808,0.074570,0.074596,0.074657,0.074514,0.074390,0.074214,0.073808,0.073417,0.073342,0.073533,0.073245,0.073160,0.073149,0.073180,0.073082,0.072721,0.072662,0.072510,0.072638,0.072341,0.072099,0.071955,0.071962,0.071813,0.071559,0.071524,0.071207,0.070953,0.070792,0.070507,0.070585,0.070815,0.070969,0.070937,0.071019,0.071089,0.071140,0.071119,0.071068,0.070883,0.070596,0.070326,0.070039,0.069969,0.069841,0.069929,0.069778,0.069821,0.069660,0.069887,0.069703,0.069556,0.069468,0.069332,0.069345,0.069146,0.068948,0.068594,0.068351,0.068295,0.068129,0.068077,0.067879,0.068057,0.067747,0.067700,0.067843,0.067665,0.067702,0.067464,0.067043,0.066839,0.067033,0.066787,0.066683,0.066247,0.066094,0.065898,0.065780,0.065562,0.065379,0.065112,0.065138,0.064942,0.064845,0.065022,0.064913,0.064556,0.064340,0.063807,0.063861,0.063304,0.063159,0.062969,0.062827,0.062816,0.062720,0.062585,0.062711,0.062469,0.062282,0.062190,0.062101,0.062013,0.062246,0.062150,0.062422,0.062281,0.061974,0.061763,0.061514,0.061207,0.060859,0.060451,0.060232,0.059950,0.059929,0.059973,0.060004,0.059905,0.059556,0.059279,0.058903,0.058652,0.058549,0.058327,0.058198,0.058082,0.057973,0.058067,0.058330,0.058312,0.057908,0.057691,0.057627,0.057608,0.057191,0.056996,0.056909,0.056714,0.056484,0.056193,0.056062,0.055960,0.055778,0.055387,0.055017,0.055002,0.054991,0.054796,0.054716,0.054570,0.054437,0.054395,0.054465,0.054467,0.054362,0.054256,0.054067,0.053886,0.053824,0.053565,0.053221,0.053025,0.052837,0.052375,0.051916,0.051727,0.051563,0.051508,0.051384,0.051528,0.051540,0.051533,0.051367,0.051141,0.050882,0.050732,0.050580,0.050080,0.049725,0.049455,0.049215,0.048944,0.048713,0.048541,0.048291,0.048054,0.047937,0.047817,0.047577,0.047464,0.047337,0.047086,0.046935,0.046579,0.046482,0.046133,0.046030,0.045734,0.045719,0.045507,0.045425,0.045297,0.045349,0.045123,0.044861,0.044426,0.044264,0.043776,0.043883,0.043521,0.043498,0.043284,0.043215,0.042797,0.042756,0.042838,0.042879,0.042363,0.042207,0.041793,0.041690,0.041149,0.040915,0.040503,0.040526,0.040496,0.040355,0.039863,0.039894,0.039810,0.039502,0.038967,0.038763,0.038272,0.037925,0.037385
2,0.937625,2.121613,0.070100,0.069865,0.069762,0.069654,0.069583,0.069335,0.068992,0.069034,0.068892,0.068882,0.068974,0.069233,0.069804,0.070026,0.070183,0.070232,0.070441,0.070143,0.070020,0.069892,0.069575,0.069434,0.069145,0.069038,0.068937,0.068752,0.068718,0.068762,0.068967,0.068698,0.068663,0.068386,0.068378,0.068090,0.067797,0.067517,0.067477,0.067486,0.067325,0.067030,0.066955,0.066881,0.066805,0.066493,0.066543,0.066498,0.066141,0.066037,0.065933,0.065913,0.065931,0.065772,0.065510,0.065419,0.065169,0.065069,0.064979,0.064946,0.064872,0.064850,0.064374,0.064371,0.064363,0.064216,0.063918,0.063782,0.063705,0.063769,0.063527,0.063550,0.063453,0.063577,0.063498,0.063355,0.063147,0.063033,0.062933,0.062614,0.062614,0.062592,0.062535,0.062431,0.062163,0.062136,0.062192,0.062376,0.062408,0.062237,0.062236,0.062064,0.061920,0.061820,0.061811,0.061643,0.061383,0.061145,0.061057,0.060880,0.060553,0.060364,0.060032,0.060037,0.059891,0.059490,0.059454,0.059412,0.059411,0.059380,0.059227,0.059218,0.059077,0.058707,0.058315,0.058032,0.058006,0.058031,0.057520,0.057458,0.057562,0.057635,0.057426,0.057306,0.057111,0.057005,0.056490,0.056310,0.055999,0.055966,0.056006,0.055812,0.055687,0.055958,0.055842,0.055848,0.055478,0.055112,0.054739,0.054401,0.054030,0.054165,0.054050,0.054099,0.054042,0.054128,0.054061,0.054039,0.053864,0.053916,0.053563,0.053146,0.052902,0.052657,0.052683,0.052749,0.052747,0.052629,0.052143,0.051937,0.051670,0.051442,0.051344,0.051290,0.050768,0.050332,0.050110,0.049825,0.049859,0.049975,0.049998,0.049700,0.049499,0.049565,0.049549,0.049607,0.049763,0.049699,0.049439,0.049145,0.048989,0.048577,0.048350,0.048186,0.047985,0.047800,0.048002,0.047981,0.048101,0.048029,0.048207,0.048136,0.047789,0.047619,0.047280,0.046788,0.046291,0.045969,0.045708,0.045483,0.045558,0.045274,0.045009,0.044502,0.044504,0.044042,0.043729,0.043546,0.043443,0.043436,0.043593,0.043634,0.043706,0.043658,0.043451,0.043285,0.043050,0.042706,0.042511,0.042198,0.041878,0.041602,0.041553,0.041466,0.041419,0.041202,0.040830,0.040346,0.040016,0.039865,0.039724,0.039435,0.039463,0.039347,0.039132,0.038953,0.038428,0.038069,0.037588,0.037358,0.036773,0.036396,0.036063,0.035931,0.035964,0.035852,0.036122,0.036253,0.036362,0.036070,0.035962,0.035910,0.035809
3,0.937264,2.138774,0.079056,0.078866,0.078601,0.078492,0.078206,0.077939,0.077661,0.077561,0.077689,0.077544,0.077565,0.077960,0.078046,0.077910,0.078148,0.077950,0.077881,0.077540,0.077279,0.077020,0.076686,0.076527,0.076483,0.076277,0.076410,0.076564,0.076620,0.076589,0.076306,0.076279,0.076228,0.076247,0.076177,0.076180,0.076126,0.075982,0.075910,0.075548,0.075428,0.075269,0.075098,0.074783,0.074337,0.074301,0.074003,0.074093,0.073945,0.074044,0.073941,0.074091,0.074283,0.074333,0.074569,0.074480,0.074277,0.074180,0.074029,0.073507,0.072892,0.072376,0.071720,0.071474,0.071284,0.071450,0.071432,0.071502,0.071794,0.071700,0.071684,0.071725,0.071534,0.071121,0.070767,0.070408,0.070342,0.070256,0.070267,0.070362,0.070420,0.070348,0.070353,0.070083,0.069819,0.069511,0.069282,0.069122,0.068819,0.068652,0.068565,0.068260,0.068386,0.068368,0.068460,0.068098,0.068001,0.067888,0.067818,0.067763,0.067839,0.067812,0.067697,0.067724,0.067458,0.067127,0.067075,0.066829,0.066637,0.066392,0.066253,0.066115,0.065918,0.065857,0.065724,0.065506,0.065364,0.065354,0.065048,0.064738,0.064853,0.064704,0.064613,0.064429,0.064298,0.064012,0.063614,0.063603,0.063525,0.063681,0.063686,0.063784,0.063610,0.063313,0.063279,0.062877,0.062476,0.061941,0.061547,0.061180,0.061042,0.061119,0.061250,0.061254,0.061154,0.061214,0.061193,0.060863,0.060848,0.060783,0.060425,0.060045,0.059752,0.059370,0.059304,0.058916,0.058740,0.058390,0.058481,0.058251,0.058146,0.058085,0.058121,0.057839,0.057202,0.057051,0.056747,0.056535,0.056623,0.056358,0.056357,0.056255,0.056408,0.056188,0.056148,0.056252,0.056014,0.055905,0.055788,0.055664,0.055332,0.055223,0.054950,0.054607,0.054220,0.053761,0.053379,0.053004,0.052732,0.052692,0.052543,0.052197,0.051698,0.051418,0.051351,0.051197,0.051049,0.051019,0.051021,0.051074,0.050953,0.050975,0.050965,0.050978,0.050669,0.050148,0.049890,0.049625,0.049122,0.048698,0.048394,0.048283,0.048155,0.048042,0.047870,0.047753,0.047760,0.047606,0.047395,0.047386,0.047329,0.047264,0.047076,0.046940,0.046635,0.046584,0.046445,0.045911,0.045594,0.044933,0.044389,0.043833,0.043610,0.043462,0.043214,0.043352,0.043300,0.043169,0.043093,0.043065,0.042762,0.042400,0.042097,0.041511,0.041313,0.041310,0.041197,0.041062,0.040936,0.040932,0.040603,0.040382,0.040351
4,0.412501,2.148103,0.084003,0.083852,0.083827,0.083710,0.083451,0.083094,0.082686,0.082243,0.082143,0.082120,0.081869,0.081722,0.081843,0.081688,0.081870,0.082034,0.082014,0.081907,0.081831,0.081804,0.081896,0.081882,0.081975,0.081816,0.081470,0.081403,0.080983,0.080817,0.080621,0.080356,0.080061,0.079911,0.079918,0.079779,0.079962,0.080003,0.079901,0.079626,0.079676,0.079651,0.079353,0.079529,0.079483,0.079408,0.079493,0.079360,0.079343,0.079036,0.078761,0.078439,0.078282,0.078060,0.078015,0.077837,0.077796,0.077864,0.077750,0.077602,0.077605,0.077535,0.077452,0.076973,0.076536,0.076361,0.076398,0.076223,0.076257,0.076106,0.076102,0.075948,0.075880,0.076032,0.076044,0.076040,0.075549,0.075078,0.074804,0.074511,0.074300,0.074054,0.073933,0.073794,0.073711,0.073590,0.073728,0.073810,0.073727,0.073790,0.073586,0.073463,0.073434,0.073104,0.073053,0.072797,0.072748,0.072659,0.072345,0.072223,0.072124,0.071991,0.071942,0.071842,0.071812,0.071562,0.071422,0.071425,0.071493,0.071173,0.071182,0.071104,0.070820,0.070707,0.070577,0.070483,0.070158,0.069778,0.069431,0.068954,0.068878,0.068786,0.068369,0.068113,0.068110,0.067895,0.067722,0.067803,0.067898,0.067790,0.067503,0.067275,0.066848,0.066724,0.066461,0.065953,0.065484,0.065310,0.065293,0.065153,0.065191,0.065159,0.064998,0.064899,0.064713,0.064513,0.064389,0.064286,0.063923,0.063774,0.063506,0.063524,0.063364,0.063272,0.063289,0.063117,0.062764,0.062534,0.062239,0.062294,0.062396,0.061995,0.061748,0.061513,0.061409,0.061347,0.060980,0.061080,0.060902,0.060660,0.060073,0.059838,0.059602,0.059679,0.059262,0.058882,0.058676,0.058293,0.058272,0.057849,0.057591,0.057657,0.057364,0.057312,0.056963,0.056802,0.056599,0.056644,0.056404,0.056453,0.056324,0.056021,0.056097,0.055862,0.055841,0.055725,0.055338,0.054938,0.054561,0.054074,0.053538,0.053240,0.052915,0.052730,0.052536,0.052486,0.052581,0.052408,0.052349,0.052412,0.052410,0.052302,0.052350,0.052094,0.051881,0.051684,0.051452,0.051254,0.050992,0.050902,0.050427,0.050107,0.049857,0.049766,0.049479,0.049222,0.049311,0.048958,0.048649,0.047993,0.047884,0.047390,0.047187,0.046912,0.046457,0.046174,0.045817,0.045390,0.045173,0.045193,0.045153,0.044771,0.044671,0.044191,0.044120,0.043964,0.043799,0.043513,0.043250,0.042874,0.042605,0.042293,0.042201
5,0.629986,2.188298,0.108813,0.108702,0.108629,0.108563,0.108809,0.108826,0.108686,0.108627,0.108505,0.108187,0.107792,0.107839,0.107671,0.107428,0.106914,0.106523,0.106204,0.106017,0.105984,0.105905,0.106268,0.106452,0.106493,0.106218,0.106371,0.106443,0.106300,0.105812,0.105441,0.104983,0.104679,0.104387,0.104186,0.104241,0.104159,0.103923,0.103780,0.103508,0.103585,0.103427,0.103256,0.102942,0.102913,0.102891,0.102805,0.102618,0.102639,0.102342,0.102137,0.101994,0.101895,0.101757,0.101414,0.101007,0.100827,0.100745,0.100742,0.100682,0.100371,0.100181,0.100344,0.100130,0.099877,0.099759,0.099671,0.099258,0.098766,0.098533,0.098261,0.098183,0.097984,0.097945,0.097871,0.097852,0.098087,0.098097,0.097718,0.097696,0.097446,0.097149,0.097159,0.096937,0.096684,0.096681,0.096440,0.096340,0.096472,0.096203,0.096192,0.096013,0.095674,0.095240,0.095021,0.094925,0.094846,0.094461,0.094290,0.094181,0.093971,0.093801,0.093599,0.093125,0.093021,0.092826,0.092487,0.092062,0.091990,0.091885,0.091734,0.091466,0.091401,0.091369,0.091171,0.090935,0.090579,0.090177,0.089972,0.089666,0.089420,0.089237,0.088907,0.088620,0.088485,0.088377,0.088270,0.088217,0.088103,0.088096,0.087827,0.087665,0.087426,0.087398,0.087464,0.086959,0.086514,0.086070,0.085837,0.085399,0.085121,0.084879,0.084580,0.084366,0.084141,0.084275,0.084126,0.084193,0.083946,0.083387,0.083372,0.082996,0.083045,0.082713,0.082655,0.082327,0.082069,0.081749,0.081472,0.081281,0.080888,0.080492,0.079868,0.079517,0.079386,0.078937,0.078928,0.078631,0.078512,0.078130,0.078119,0.077638,0.077373,0.077169,0.077166,0.076868,0.076441,0.076400,0.076226,0.076121,0.076232,0.076159,0.075939,0.075716,0.075642,0.075083,0.074946,0.074491,0.074279,0.073929,0.073651,0.073521,0.073334,0.073272,0.073187,0.072889,0.072437,0.072098,0.071699,0.071235,0.070617,0.069860,0.069404,0.069207,0.068902,0.068707,0.068534,0.068565,0.068432,0.068405,0.068023,0.068046,0.067887,0.067513,0.067023,0.066661,0.066298,0.066010,0.065648,0.065264,0.064994,0.064763,0.064571,0.064482,0.063909,0.063652,0.063556,0.063192,0.063018,0.062583,0.062419,0.062246,0.061720,0.061142,0.060702,0.060455,0.060380,0.059839,0.059567,0.059226,0.059048,0.058536,0.058270,0.057875,0.057995,0.057736,0.057211,0.056985,0.056569,0.056601,0.056330,0.055914,0.055969
6,0.453563,2.181589,0.104252,0.104125,0.104009,0.103821,0.103538,0.103242,0.102955,0.102841,0.102694,0.102555,0.102521,0.102438,0.102360,0.102120,0.101621,0.101424,0.101457,0.101502,0.101493,0.101463,0.101359,0.101305,0.101323,0.101104,0.100993,0.100884,0.100787,0.100611,0.100331,0.100432,0.100548,0.100586,0.100554,0.100540,0.100412,0.100722,0.100580,0.100029,0.099838,0.099597,0.099116,0.098834,0.098376,0.098130,0.097995,0.097776,0.097815,0.097748,0.097861,0.098062,0.097755,0.097399,0.097525,0.097332,0.097180,0.097061,0.096894,0.096632,0.096627,0.096430,0.096311,0.096115,0.095992,0.095767,0.095697,0.095586,0.095559,0.095320,0.095272,0.094829,0.094551,0.094233,0.094241,0.094033,0.093796,0.093678,0.093459,0.093179,0.093209,0.093044,0.092965,0.092768,0.092796,0.092550,0.092328,0.092225,0.092197,0.092007,0.091766,0.091460,0.091059,0.090675,0.090614,0.090434,0.090253,0.090147,0.090124,0.089935,0.089675,0.089296,0.089187,0.088850,0.088718,0.088406,0.088079,0.087846,0.087869,0.087710,0.087533,0.087437,0.087243,0.087141,0.086996,0.086827,0.086850,0.086620,0.086438,0.086101,0.086056,0.085964,0.086096,0.085838,0.085503,0.085382,0.084896,0.084389,0.084218,0.083778,0.083318,0.082860,0.082688,0.082558,0.082882,0.082657,0.082677,0.082629,0.082534,0.082339,0.082005,0.081751,0.081607,0.081201,0.081151,0.081057,0.080917,0.080425,0.080244,0.079762,0.079560,0.079351,0.079164,0.078885,0.079046,0.078759,0.078688,0.078455,0.078363,0.078123,0.077973,0.077486,0.077306,0.077301,0.077034,0.076623,0.076245,0.076013,0.075927,0.075708,0.075483,0.075157,0.074981,0.074875,0.074652,0.074143,0.073940,0.073774,0.073464,0.073107,0.072762,0.072428,0.072222,0.072211,0.071921,0.071807,0.071513,0.071299,0.070716,0.070175,0.069956,0.069799,0.069535,0.069355,0.069111,0.068734,0.068756,0.068841,0.068505,0.067935,0.067628,0.067222,0.066562,0.066324,0.066380,0.065764,0.065545,0.065731,0.065589,0.065284,0.065168,0.065158,0.064767,0.064231,0.063936,0.063453,0.062849,0.062664,0.062197,0.061600,0.061550,0.061321,0.060973,0.060713,0.060566,0.060742,0.060684,0.060487,0.060185,0.060029,0.059647,0.059340,0.059088,0.058798,0.058355,0.057992,0.057788,0.057351,0.056893,0.056707,0.056405,0.056059,0.055763,0.055531,0.055214,0.055027,0.054445,0.054216,0.053967,0.053861,0.053686,0.053474,0.053237
7,0.704605,2.159612,0.089534,0.089430,0.089284,0.089089,0.089100,0.089077,0.089224,0.089368,0.089545,0.089561,0.089571,0.089342,0.089305,0.089231,0.088762,0.089004,0.088988,0.088904,0.088884,0.088640,0.088612,0.088403,0.088270,0.088319,0.088014,0.087705,0.087751,0.087415,0.087296,0.087426,0.087315,0.087036,0.086935,0.086598,0.086557,0.086262,0.086175,0.086359,0.085919,0.085870,0.085966,0.085713,0.085588,0.085462,0.085421,0.085291,0.085190,0.084801,0.084752,0.084342,0.084251,0.084142,0.084006,0.083817,0.083949,0.083938,0.083736,0.083792,0.083692,0.083486,0.083273,0.082977,0.082889,0.082543,0.082614,0.082489,0.082503,0.082485,0.082770,0.082684,0.082467,0.082359,0.081960,0.081692,0.081206,0.080830,0.080630,0.080425,0.080241,0.080143,0.080091,0.080253,0.080004,0.079996,0.079851,0.079722,0.079350,0.079191,0.078867,0.078825,0.078531,0.078271,0.078085,0.078001,0.077752,0.077575,0.077352,0.077438,0.077226,0.077332,0.077269,0.077265,0.077262,0.077132,0.077066,0.076944,0.076774,0.076450,0.076393,0.076273,0.076101,0.075720,0.075596,0.075445,0.075191,0.074785,0.074704,0.074720,0.074551,0.074287,0.074179,0.074081,0.074065,0.073583,0.073273,0.072831,0.072501,0.072223,0.072149,0.071968,0.072107,0.071920,0.071558,0.071492,0.071171,0.070968,0.070747,0.070515,0.070300,0.069981,0.069671,0.069644,0.069796,0.069691,0.069783,0.069542,0.069561,0.069231,0.069042,0.069034,0.068935,0.068757,0.068467,0.068243,0.067866,0.067476,0.067584,0.067327,0.067313,0.066963,0.066605,0.066158,0.065737,0.065447,0.065279,0.065182,0.065070,0.065132,0.064945,0.064846,0.065006,0.064615,0.064560,0.064244,0.063736,0.063433,0.062866,0.062744,0.062790,0.062665,0.062272,0.062352,0.061974,0.061566,0.061216,0.060846,0.060805,0.060599,0.060095,0.060012,0.059701,0.059794,0.060016,0.059899,0.059595,0.059693,0.059274,0.059012,0.058794,0.058426,0.058367,0.057919,0.057401,0.056972,0.056832,0.056725,0.056399,0.056046,0.055774,0.055708,0.055300,0.055295,0.054834,0.054662,0.054608,0.054272,0.054217,0.053985,0.054120,0.053600,0.053235,0.052984,0.052674,0.052400,0.052039,0.051991,0.051816,0.051679,0.051663,0.051404,0.051429,0.051198,0.050900,0.050289,0.049650,0.049162,0.048793,0.048323,0.047970,0.047750,0.047680,0.047031,0.047113,0.046882,0.047012,0.046928,0.046741,0.046276,0.045989,0.046053,0.045899
8,0.692332,2.117751,0.069042,0.068969,0.068897,0.068990,0.068899,0.068578,0.068397,0.068134,0.067914,0.067956,0.068192,0.068225,0.068254,0.068095,0.067918,0.067809,0.067707,0.067561,0.067150,0.066736,0.066465,0.066337,0.066279,0.066437,0.066630,0.066443,0.066480,0.066417,0.066384,0.066293,0.066033,0.065844,0.065607,0.065537,0.065432,0.065648,0.065813,0.065846,0.065670,0.065773,0.065669,0.065539,0.065240,0.064704,0.064277,0.064334,0.064028,0.063983,0.063921,0.063846,0.063807,0.063969,0.063959,0.064323,0.064167,0.064259,0.064072,0.063801,0.063845,0.063746,0.063448,0.063299,0.062966,0.062514,0.062365,0.062257,0.062138,0.062283,0.062223,0.062266,0.062309,0.062114,0.062245,0.061989,0.062066,0.061717,0.061672,0.061407,0.061225,0.061194,0.061277,0.061519,0.061418,0.061296,0.061189,0.060931,0.060940,0.060698,0.060410,0.060180,0.060020,0.059756,0.059617,0.059594,0.059553,0.059557,0.059320,0.059014,0.058710,0.058733,0.058551,0.058247,0.058018,0.057860,0.057685,0.057896,0.057868,0.057564,0.057459,0.057347,0.057134,0.056796,0.056570,0.056475,0.056118,0.055778,0.055695,0.055459,0.055584,0.055595,0.055438,0.055349,0.055502,0.055458,0.055241,0.055070,0.054927,0.054965,0.054881,0.054861,0.055050,0.054879,0.054721,0.054632,0.054449,0.054363,0.053952,0.053315,0.053046,0.052775,0.052682,0.052492,0.052249,0.052235,0.052155,0.051890,0.051644,0.051606,0.051614,0.051675,0.051655,0.051633,0.051727,0.051961,0.052093,0.051734,0.051257,0.050930,0.050307,0.049947,0.049614,0.049384,0.049194,0.049132,0.048964,0.048732,0.048906,0.049297,0.049349,0.049001,0.048853,0.048791,0.048632,0.048580,0.048466,0.047996,0.047870,0.047914,0.047585,0.047248,0.047095,0.046920,0.046727,0.046391,0.046363,0.046328,0.046057,0.045839,0.045659,0.045455,0.045540,0.045442,0.045013,0.044663,0.044539,0.044513,0.044289,0.044058,0.043949,0.043809,0.043484,0.043252,0.043131,0.042838,0.042584,0.042424,0.042252,0.042164,0.042094,0.042198,0.041957,0.041856,0.041664,0.041558,0.041336,0.041264,0.041173,0.040929,0.041010,0.040905,0.040784,0.040567,0.040367,0.040180,0.039642,0.039340,0.038897,0.038374,0.038267,0.038126,0.038005,0.037981,0.038033,0.037990,0.037951,0.037871,0.037753,0.037640,0.037354,0.037259,0.036772,0.036543,0.036417,0.035868,0.035614,0.035619,0.035493,0.035252,0.034980,0.034803,0.034620
