index,level,blexp,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450
0,0.374540,2.190827,0.110973,0.110574,0.110420,0.110640,0.110352,0.110558,0.110062,0.109855,0.109554,0.109314,0.109383,0.109453,0.109429,0.109147,0.109338,0.109170,0.109511,0.109723,0.109345,0.109473,0.108623,0.108320,0.108147,0.107797,0.107681,0.107450,0.107337,0.107102,0.107222,0.107492,0.107721,0.107703,0.107370,0.107420,0.106890,0.106788,0.106677,0.106223,0.106156,0.106071,0.105879,0.105764,0.106002,0.106184,0.106005,0.106157,0.105842,0.105854,0.105818,0.105630,0.105613,0.105351,0.105171,0.104600,0.104147,0.103907,0.103857,0.103876,0.103916,0.104096,0.103942,0.104271,0.104562,0.104420,0.104573,0.104181,0.103581,0.103253,0.102936,0.102429,0.102175,0.101963,0.101760,0.101476,0.101296,0.101447,0.101427,0.101315,0.101278,0.101049,0.101092,0.101335,0.101140,0.100998,0.100805,0.100729,0.100616,0.100608,0.100466,0.100552,0.100577,0.100604,0.100318,0.100078,0.100159,0.100065,0.099902,0.099698,0.099064,0.098637,0.098447,0.098234,0.098256,0.098158,0.097856,0.097750,0.097590,0.097676,0.097742,0.097611,0.097538,0.097185,0.096476,0.096115,0.096155,0.095747,0.095561,0.095052,0.094490,0.094320,0.094165,0.093908,0.093662,0.093484,0.093203,0.093022,0.092714,0.092635,0.092502,0.091991,0.091942,0.091503,0.090957,0.090490,0.090142,0.089979,0.089990,0.089805,0.089567,0.089680,0.089493,0.089261,0.089188,0.089185,0.089331,0.088727,0.088547,0.088401,0.088260,0.088463,0.088239,0.087998,0.087910,0.087852,0.087611,0.087419,0.087337,0.087298,0.087247,0.087023,0.087056,0.086864,0.086796,0.087032,0.087014,0.087589,0.087832,0.087794,0.087979,0.088238,0.088194,0.088655,0.088981,0.088955,0.089020,0.088979,0.088989,0.088917,0.088943,0.088946,0.088675,0.088473,0.088417,0.088190,0.087899,0.087995,0.087679,0.087535,0.087182,0.086883,0.086483,0.086059,0.085681,0.085430,0.085276,0.084726,0.084172,0.083598,0.083270,0.082955,0.082627,0.082440,0.081644,0.081269,0.080859,0.080039,0.079258,0.078426,0.077393,0.076318,0.075476,0.074533,0.074244,0.073662,0.073194,0.072866,0.072252,0.071724,0.071456,0.070908,0.070057,0.069674,0.069224,0.068508,0.067954,0.067147,0.066848,0.066159,0.065510,0.065142,0.064316,0.063712,0.063457,0.062915,0.062169,0.062355,0.061778,0.061361,0.061024,0.060485,0.060190,0.060093,0.059937,0.059431,0.059001,0.058678,0.058138,0.057623,0.057225,0.056913,0.056351
1,0.950714,2.127231,0.072889,0.072501,0.072310,0.072118,0.071704,0.071639,0.072010,0.072130,0.072639,0.073293,0.073404,0.073239,0.073112,0.072832,0.072251,0.072113,0.071687,0.071577,0.071208,0.071133,0.071407,0.071617,0.072070,0.072213,0.072257,0.072647,0.072683,0.072758,0.072447,0.072706,0.072456,0.072550,0.072358,0.072208,0.072033,0.071735,0.071591,0.071439,0.071561,0.071406,0.070973,0.070752,0.070201,0.070278,0.070040,0.070370,0.070361,0.070509,0.070797,0.070941,0.071290,0.071524,0.071551,0.071482,0.071612,0.071270,0.071070,0.071376,0.071335,0.071390,0.071348,0.071724,0.071822,0.071686,0.071815,0.071996,0.071978,0.072081,0.072184,0.071868,0.072125,0.072283,0.072421,0.072530,0.072750,0.072753,0.072919,0.072796,0.073024,0.073109,0.073021,0.072653,0.072321,0.072138,0.072212,0.071859,0.071760,0.071455,0.071482,0.071414,0.071703,0.071717,0.072177,0.072287,0.072442,0.072201,0.072119,0.072304,0.071988,0.071695,0.071666,0.071474,0.071355,0.071112,0.071158,0.071029,0.071059,0.071042,0.070927,0.070608,0.070583,0.070171,0.069923,0.070099,0.069999,0.069604,0.069497,0.069436,0.069345,0.069052,0.068896,0.068771,0.068511,0.068416,0.068443,0.067751,0.067843,0.067471,0.067200,0.066717,0.066271,0.065960,0.065392,0.065181,0.064743,0.064552,0.064690,0.064566,0.064531,0.064279,0.064125,0.063421,0.063177,0.062827,0.062680,0.062601,0.062187,0.062154,0.061743,0.061558,0.061611,0.061232,0.061186,0.060807,0.060030,0.059548,0.059318,0.058962,0.058935,0.058557,0.058247,0.057734,0.057491,0.057314,0.057656,0.057208,0.057064,0.056552,0.056349,0.056146,0.055843,0.055547,0.055337,0.055128,0.054699,0.054144,0.054189,0.054221,0.054234,0.053438,0.053595,0.053264,0.053291,0.053073,0.052832,0.052548,0.052584,0.052267,0.052001,0.051418,0.051210,0.050689,0.050216,0.049704,0.049478,0.048845,0.048710,0.048599,0.048472,0.048343,0.048588,0.048138,0.047968,0.047565,0.047308,0.047068,0.047043,0.046810,0.046575,0.046479,0.046486,0.046104,0.045901,0.045684,0.045462,0.044776,0.044248,0.043746,0.043221,0.043179,0.042711,0.042718,0.042762,0.043065,0.042565,0.042252,0.042370,0.042108,0.041456,0.041081,0.040851,0.040561,0.040504,0.040456,0.040415,0.040799,0.040853,0.041063,0.040507,0.040505,0.040002,0.039264,0.038786,0.038445,0.037725,0.037305,0.037233,0.037077,0.036849,0.036767,0.036493
2,0.731994,2.161959,0.092129,0.091633,0.091101,0.090804,0.090624,0.090291,0.090251,0.090129,0.090077,0.089933,0.089934,0.090119,0.089832,0.089965,0.089979,0.090159,0.089922,0.089887,0.089623,0.089581,0.089910,0.089660,0.089639,0.089457,0.089382,0.089615,0.089362,0.089475,0.089540,0.089614,0.089292,0.088980,0.088616,0.088617,0.088681,0.088260,0.088278,0.088038,0.087936,0.087948,0.087894,0.087847,0.087731,0.087646,0.087611,0.087440,0.087598,0.087878,0.087884,0.087881,0.087771,0.087924,0.088003,0.088047,0.088049,0.088064,0.087991,0.087932,0.088214,0.088414,0.088616,0.088775,0.088649,0.088586,0.088231,0.088583,0.088500,0.088516,0.088311,0.088054,0.087609,0.087387,0.087675,0.087710,0.087398,0.087293,0.087141,0.087101,0.087068,0.087363,0.087159,0.087124,0.086962,0.086519,0.086400,0.086470,0.086571,0.086376,0.086196,0.086194,0.086452,0.086433,0.086525,0.086563,0.086495,0.086785,0.086723,0.086232,0.086277,0.085911,0.085761,0.085866,0.085487,0.085032,0.084629,0.084407,0.084426,0.084317,0.084491,0.084571,0.084223,0.083929,0.083843,0.083505,0.083682,0.083638,0.083027,0.082721,0.082356,0.082362,0.082110,0.082033,0.081978,0.081813,0.081289,0.080907,0.080581,0.080436,0.080563,0.080471,0.080280,0.079886,0.079529,0.079510,0.079192,0.079181,0.078903,0.078273,0.077679,0.077461,0.077125,0.076898,0.076708,0.076439,0.076302,0.076049,0.076295,0.076255,0.075879,0.075741,0.075517,0.074926,0.074419,0.074030,0.073539,0.073105,0.072767,0.072595,0.072700,0.072422,0.072313,0.072250,0.071877,0.072030,0.071916,0.071742,0.071541,0.071689,0.071764,0.071547,0.071631,0.071777,0.071599,0.071121,0.070836,0.070543,0.070060,0.070156,0.069954,0.069826,0.069679,0.069332,0.069036,0.068868,0.068804,0.068683,0.068412,0.068333,0.067851,0.067706,0.067679,0.067230,0.066498,0.066152,0.065953,0.065455,0.065328,0.065013,0.064502,0.064282,0.063890,0.063693,0.063310,0.063020,0.062579,0.062028,0.061806,0.061831,0.061491,0.061015,0.060599,0.059987,0.059230,0.058678,0.057809,0.057166,0.056946,0.056490,0.056370,0.056146,0.056054,0.055864,0.055738,0.055523,0.055470,0.055294,0.054852,0.054329,0.053557,0.053023,0.052841,0.052334,0.051700,0.051681,0.051544,0.051217,0.051267,0.050942,0.050969,0.050535,0.050397,0.049930,0.049618,0.049453,0.048994,0.048705,0.048166,0.048046,0.047576,0.046817,0.046508
3,0.598658,2.156938,0.089135,0.089367,0.089419,0.089085,0.088767,0.088602,0.088490,0.088177,0.087963,0.088055,0.087927,0.088045,0.088265,0.087943,0.087653,0.087798,0.087468,0.087185,0.087150,0.087001,0.086758,0.086367,0.086143,0.086460,0.086343,0.086474,0.086289,0.085896,0.086000,0.086298,0.086296,0.086215,0.085970,0.085690,0.085447,0.085277,0.085171,0.085296,0.084882,0.084997,0.085025,0.085067,0.085510,0.085923,0.085998,0.085915,0.085805,0.085986,0.085751,0.085704,0.085537,0.085319,0.084957,0.085083,0.084662,0.084303,0.084476,0.084310,0.084217,0.084093,0.083919,0.084125,0.083793,0.083845,0.083964,0.083914,0.084206,0.084250,0.084078,0.083957,0.084093,0.084135,0.084152,0.083976,0.083680,0.083713,0.083526,0.083508,0.083413,0.083307,0.083229,0.082737,0.082633,0.082580,0.082887,0.083060,0.083181,0.083419,0.083315,0.083478,0.083514,0.083417,0.083031,0.082956,0.082447,0.082044,0.081739,0.081634,0.081548,0.081418,0.081594,0.081507,0.081220,0.081154,0.081099,0.080833,0.080865,0.080912,0.080755,0.080690,0.080595,0.080602,0.080235,0.080010,0.079627,0.079509,0.079262,0.079135,0.078714,0.078291,0.078287,0.078275,0.078085,0.077797,0.077508,0.077111,0.076784,0.076690,0.076354,0.076724,0.076359,0.076267,0.075907,0.075465,0.075428,0.075379,0.074748,0.074343,0.074017,0.073627,0.073400,0.073079,0.072680,0.072724,0.072322,0.072142,0.072084,0.071749,0.071744,0.071608,0.071407,0.071466,0.071294,0.071076,0.071239,0.071197,0.071290,0.071515,0.071255,0.071098,0.070959,0.070806,0.070725,0.070414,0.070438,0.070277,0.069975,0.069798,0.069742,0.069985,0.070342,0.070481,0.070399,0.070708,0.070842,0.071143,0.071267,0.071035,0.071187,0.070911,0.070537,0.069979,0.069771,0.069673,0.069308,0.068957,0.068344,0.068149,0.067936,0.067998,0.067925,0.067659,0.067463,0.067220,0.066899,0.066778,0.066572,0.065821,0.065275,0.064774,0.064153,0.063890,0.063660,0.063314,0.062800,0.062176,0.061783,0.061483,0.060988,0.060731,0.060129,0.059195,0.058688,0.058030,0.057588,0.057050,0.056784,0.056276,0.055866,0.055632,0.055499,0.055300,0.054852,0.054565,0.054130,0.053415,0.052577,0.052048,0.051381,0.050754,0.050531,0.049891,0.049201,0.048958,0.048687,0.048508,0.048359,0.048205,0.048118,0.048213,0.047835,0.047912,0.047453,0.047402,0.047195,0.046560,0.045978,0.045497,0.045423,0.044994,0.044677
4,0.156019,2.116037,0.068185,0.067960,0.067851,0.067823,0.067955,0.067864,0.067959,0.067740,0.067696,0.068101,0.067631,0.068112,0.068312,0.068355,0.067975,0.067756,0.067447,0.067317,0.067006,0.066697,0.066496,0.066013,0.065830,0.065757,0.065430,0.065800,0.065868,0.065824,0.065521,0.065690,0.065602,0.065734,0.065765,0.065697,0.065756,0.065580,0.065501,0.065447,0.065294,0.065296,0.065191,0.064966,0.064662,0.064433,0.064108,0.064184,0.063997,0.063759,0.063560,0.063454,0.063345,0.063328,0.063149,0.063183,0.063291,0.063347,0.063187,0.063130,0.063396,0.063639,0.063553,0.063294,0.063258,0.063558,0.063641,0.063709,0.063363,0.063265,0.063003,0.062593,0.062095,0.062041,0.061932,0.061787,0.061455,0.060667,0.060562,0.060636,0.060729,0.060886,0.060711,0.060736,0.060691,0.061096,0.061232,0.061351,0.061549,0.061931,0.061584,0.060904,0.060518,0.060270,0.059802,0.059697,0.059412,0.059189,0.059193,0.059117,0.058998,0.058880,0.058963,0.059295,0.058934,0.058833,0.058453,0.058481,0.058377,0.058650,0.058652,0.058326,0.057993,0.057770,0.057758,0.057287,0.056894,0.057104,0.056759,0.056811,0.056950,0.056956,0.056832,0.056939,0.056866,0.056505,0.056357,0.056333,0.056175,0.055848,0.055673,0.055557,0.055009,0.054833,0.054903,0.054483,0.054395,0.054500,0.054713,0.054605,0.054787,0.054772,0.054861,0.055064,0.054905,0.054558,0.054115,0.053871,0.053894,0.053900,0.054072,0.054039,0.054417,0.054358,0.054536,0.054681,0.054964,0.054821,0.054933,0.054966,0.055168,0.055459,0.055780,0.056319,0.056581,0.056727,0.057264,0.057606,0.057808,0.058058,0.058149,0.058069,0.058417,0.058339,0.058818,0.059153,0.059612,0.059942,0.060381,0.060738,0.061368,0.061838,0.061963,0.062282,0.062538,0.062404,0.062411,0.062556,0.062739,0.062507,0.062625,0.062339,0.062308,0.062097,0.061772,0.061305,0.060767,0.060301,0.059819,0.059129,0.058726,0.058379,0.057854,0.057210,0.056677,0.056122,0.055555,0.055031,0.054286,0.053550,0.052697,0.052071,0.051164,0.050597,0.049840,0.049316,0.048933,0.048198,0.047624,0.047266,0.047089,0.046720,0.046145,0.045439,0.045031,0.044592,0.043796,0.043207,0.042155,0.041483,0.040750,0.040083,0.039499,0.039125,0.038902,0.038295,0.037728,0.037788,0.037943,0.037627,0.037410,0.037009,0.036643,0.036296,0.035776,0.035468,0.034970,0.034503,0.034155,0.033889,0.034037,0.034450,0.034639
5,0.155995,2.158325,0.089806,0.089480,0.089146,0.089027,0.089119,0.089182,0.088768,0.088805,0.088526,0.088299,0.088262,0.088183,0.088631,0.088708,0.088531,0.088372,0.088193,0.088003,0.087954,0.087708,0.087262,0.087011,0.086707,0.086629,0.086400,0.086268,0.086184,0.085935,0.085423,0.085402,0.085177,0.085231,0.085201,0.085337,0.085613,0.085265,0.085428,0.085730,0.085817,0.085659,0.085506,0.085090,0.084787,0.084751,0.084607,0.084735,0.084592,0.084619,0.084564,0.084264,0.084311,0.084401,0.084234,0.084351,0.084291,0.083886,0.083838,0.083533,0.083737,0.083612,0.083211,0.082940,0.083059,0.082939,0.082809,0.082850,0.082873,0.082655,0.082572,0.082241,0.082071,0.081894,0.081602,0.081277,0.081039,0.080986,0.081202,0.081353,0.081414,0.081420,0.081395,0.081296,0.081298,0.080935,0.080626,0.080107,0.079441,0.079489,0.079126,0.078885,0.078841,0.078826,0.078778,0.078854,0.078877,0.078963,0.078944,0.078750,0.078561,0.078677,0.078681,0.078537,0.078074,0.077878,0.077758,0.077571,0.077343,0.077056,0.076838,0.076666,0.076490,0.076185,0.076217,0.076326,0.076095,0.075430,0.075111,0.074980,0.074283,0.073854,0.073682,0.073555,0.073662,0.073423,0.073596,0.073741,0.073816,0.073929,0.074204,0.073873,0.073648,0.073358,0.072614,0.072507,0.072283,0.071868,0.071883,0.071674,0.071589,0.071334,0.071368,0.071198,0.071025,0.070779,0.070793,0.070748,0.070559,0.070646,0.070572,0.070483,0.070694,0.070972,0.071269,0.071279,0.071426,0.071153,0.071232,0.071510,0.071560,0.071582,0.071985,0.072389,0.072417,0.072570,0.073044,0.073623,0.074162,0.074324,0.074533,0.074584,0.074652,0.074657,0.074806,0.075061,0.075566,0.075567,0.075900,0.076254,0.076719,0.077129,0.077436,0.077507,0.077815,0.077734,0.077862,0.077696,0.077311,0.077196,0.077106,0.076748,0.076447,0.076342,0.076144,0.075667,0.075050,0.074687,0.074735,0.074142,0.073762,0.073187,0.072891,0.072828,0.072269,0.071549,0.070619,0.070167,0.069257,0.068321,0.067579,0.066779,0.066066,0.065151,0.064276,0.063429,0.062883,0.061851,0.060586,0.059728,0.058760,0.057965,0.057350,0.056883,0.056522,0.055896,0.055434,0.055138,0.054132,0.053429,0.053203,0.052495,0.051896,0.051730,0.051418,0.051214,0.051009,0.051077,0.050809,0.050628,0.050229,0.049957,0.049189,0.048865,0.048511,0.047537,0.046874,0.046560,0.046565,0.046276,0.046107,0.046062,0.045731
6,0.058084,2.125665,0.071824,0.072030,0.072215,0.072287,0.072133,0.072255,0.072086,0.072061,0.071810,0.071698,0.071356,0.070888,0.070972,0.070981,0.071039,0.070976,0.070994,0.071124,0.070977,0.070935,0.070818,0.070674,0.070638,0.070639,0.070223,0.070237,0.070565,0.070341,0.070422,0.070371,0.070328,0.070192,0.070080,0.070060,0.069970,0.069722,0.069576,0.069339,0.069092,0.069491,0.069570,0.069199,0.069364,0.069223,0.068932,0.068540,0.068301,0.068066,0.067614,0.067552,0.067301,0.067332,0.067219,0.067596,0.067304,0.067268,0.067528,0.067270,0.067021,0.066952,0.066519,0.066247,0.066325,0.066315,0.066103,0.066157,0.065713,0.065743,0.065845,0.065876,0.066109,0.066066,0.065997,0.065927,0.065812,0.065665,0.065483,0.064949,0.064962,0.064845,0.064872,0.064948,0.065209,0.065045,0.065007,0.064425,0.064186,0.063945,0.063865,0.063213,0.063085,0.063052,0.063241,0.063016,0.063022,0.062709,0.062584,0.062825,0.062734,0.062440,0.062570,0.062410,0.062252,0.061804,0.061792,0.061703,0.061344,0.061159,0.060839,0.060541,0.060737,0.061217,0.061286,0.061053,0.061148,0.060922,0.060519,0.060467,0.060414,0.060213,0.059890,0.060029,0.059641,0.059460,0.059567,0.059540,0.059478,0.059224,0.059097,0.058853,0.058752,0.058696,0.058225,0.057984,0.057588,0.057631,0.057346,0.057369,0.057502,0.057323,0.057283,0.057316,0.057291,0.057275,0.057067,0.056904,0.056991,0.057091,0.057106,0.057417,0.057394,0.057672,0.057847,0.057832,0.057947,0.058528,0.058742,0.058773,0.059072,0.059354,0.059719,0.059959,0.060344,0.060428,0.060573,0.060833,0.061070,0.061188,0.061597,0.062171,0.062398,0.063068,0.063661,0.063809,0.064309,0.064808,0.065244,0.065722,0.066044,0.066428,0.066792,0.066748,0.067058,0.067087,0.067244,0.067432,0.067401,0.067086,0.066803,0.066668,0.066375,0.066327,0.066090,0.065863,0.065556,0.065111,0.064927,0.064573,0.064116,0.063390,0.062915,0.061938,0.061011,0.060273,0.059640,0.059201,0.058730,0.057910,0.057379,0.056758,0.055856,0.055050,0.054283,0.053185,0.052055,0.050930,0.050186,0.049669,0.049241,0.049045,0.048505,0.047736,0.047438,0.046974,0.046079,0.045740,0.045350,0.044563,0.043741,0.043519,0.043047,0.042563,0.042025,0.041770,0.041160,0.040792,0.040461,0.039946,0.039278,0.039289,0.038998,0.038625,0.038366,0.038498,0.037803,0.037585,0.037267,0.037290,0.037109,0.036890,0.036653
7,0.866176,2.172702,0.098237,0.098164,0.098012,0.098163,0.097875,0.097999,0.097835,0.097602,0.097322,0.097332,0.097526,0.097227,0.097331,0.096980,0.097013,0.097163,0.097402,0.097489,0.097476,0.097805,0.097594,0.097384,0.097019,0.096974,0.096699,0.096415,0.096118,0.095716,0.095855,0.095752,0.096021,0.095640,0.095762,0.096028,0.095933,0.095629,0.095528,0.095609,0.095349,0.095544,0.095257,0.095208,0.095189,0.095165,0.095437,0.095232,0.095409,0.095629,0.095465,0.095110,0.095334,0.095415,0.095634,0.095613,0.095109,0.094929,0.094932,0.094717,0.094532,0.094307,0.094057,0.094043,0.093783,0.093802,0.093990,0.093904,0.094322,0.094575,0.094723,0.094856,0.095024,0.094739,0.094710,0.094647,0.094610,0.094314,0.094185,0.094133,0.093777,0.093453,0.094100,0.094071,0.093832,0.093680,0.093442,0.093511,0.093420,0.093559,0.093503,0.093623,0.093860,0.093837,0.093675,0.093806,0.094055,0.093495,0.093197,0.092973,0.092956,0.092685,0.092294,0.092298,0.091995,0.091503,0.090982,0.090579,0.090019,0.090001,0.089777,0.090044,0.090267,0.090579,0.090709,0.090509,0.090454,0.090449,0.089963,0.089209,0.089005,0.088707,0.088484,0.088433,0.088439,0.088565,0.088506,0.088342,0.088126,0.087849,0.087560,0.087232,0.086538,0.086310,0.085941,0.085817,0.085743,0.085077,0.084747,0.084171,0.084045,0.083404,0.083094,0.082598,0.082483,0.082059,0.081750,0.081500,0.081268,0.081369,0.081123,0.080917,0.080745,0.080384,0.080066,0.079244,0.078660,0.078060,0.077733,0.077488,0.077213,0.076731,0.076644,0.076619,0.076553,0.076846,0.076713,0.076373,0.075936,0.075367,0.074857,0.074466,0.074347,0.074220,0.074004,0.073861,0.073488,0.073410,0.073375,0.073255,0.072986,0.072579,0.072353,0.072231,0.072248,0.072172,0.072157,0.071979,0.072020,0.071814,0.071321,0.070663,0.069996,0.069182,0.068608,0.068207,0.067782,0.067554,0.067362,0.066955,0.066598,0.066512,0.066333,0.066077,0.065606,0.064940,0.064593,0.064392,0.064252,0.063921,0.063687,0.063422,0.063226,0.062905,0.062560,0.062138,0.061575,0.061234,0.060652,0.060427,0.060031,0.059808,0.059083,0.058586,0.058071,0.057560,0.057253,0.056728,0.056299,0.056012,0.055800,0.055798,0.055685,0.055362,0.054950,0.054898,0.054615,0.054399,0.053944,0.053825,0.053416,0.053000,0.052544,0.052545,0.052583,0.052035,0.051572,0.051219,0.050979,0.050645,0.050513,0.050078,0.049992
8,0.601115,2.133748,0.076113,0.076026,0.075964,0.076137,0.075974,0.075615,0.075757,0.075858,0.075890,0.075608,0.075542,0.075536,0.075434,0.075313,0.075554,0.075220,0.074764,0.074773,0.074616,0.074626,0.074610,0.074598,0.074544,0.074693,0.074807,0.074969,0.074988,0.074587,0.074598,0.074126,0.073454,0.073317,0.072888,0.072512,0.072545,0.072648,0.072578,0.073192,0.073345,0.073632,0.073636,0.073553,0.074020,0.074311,0.073965,0.073861,0.073804,0.073461,0.073512,0.073369,0.073252,0.073140,0.072804,0.072772,0.072491,0.072582,0.073112,0.073047,0.072670,0.072855,0.073080,0.072660,0.072465,0.072575,0.072387,0.072039,0.071943,0.071915,0.071729,0.072255,0.072512,0.072563,0.072675,0.073116,0.073222,0.073132,0.073254,0.073600,0.073368,0.073072,0.072771,0.072547,0.072702,0.072775,0.072339,0.072142,0.072085,0.071821,0.071490,0.071419,0.071621,0.071569,0.071406,0.071498,0.071571,0.071667,0.071954,0.071711,0.071652,0.071668,0.071760,0.071502,0.071358,0.071186,0.071238,0.071086,0.070915,0.070781,0.070443,0.070293,0.070338,0.070115,0.069878,0.069756,0.069683,0.069516,0.069236,0.068928,0.068863,0.068459,0.068048,0.067782,0.067494,0.067245,0.066886,0.066261,0.065857,0.065638,0.065239,0.065292,0.065154,0.065144,0.065268,0.065179,0.064991,0.065193,0.065027,0.064932,0.064907,0.064438,0.064414,0.064165,0.064050,0.064118,0.063860,0.063721,0.063638,0.063155,0.062888,0.062829,0.062379,0.062228,0.062160,0.061781,0.062142,0.062153,0.062270,0.062190,0.061825,0.061667,0.061697,0.061191,0.061043,0.060715,0.060582,0.060491,0.060459,0.060832,0.061207,0.061389,0.061437,0.061082,0.060810,0.060842,0.060948,0.060647,0.060812,0.060758,0.060642,0.060817,0.060854,0.060991,0.060829,0.060617,0.060376,0.059951,0.059672,0.059635,0.059453,0.059155,0.058766,0.058266,0.058192,0.058413,0.058090,0.057656,0.057435,0.057099,0.057002,0.056538,0.056191,0.056141,0.055547,0.055241,0.054617,0.054181,0.053998,0.053244,0.052751,0.052076,0.051554,0.051115,0.050701,0.050096,0.049962,0.049485,0.049028,0.048584,0.048135,0.047761,0.047291,0.046680,0.046634,0.046104,0.045981,0.045567,0.045149,0.044637,0.044350,0.043587,0.043236,0.042868,0.042578,0.042008,0.041601,0.041614,0.041466,0.041123,0.041141,0.040951,0.040859,0.040821,0.040809,0.040573,0.040331,0.040100,0.039862,0.039508,0.039348,0.039091,0.038556
